request_id,date,hospital,region,blood_type,units_requested,urgency,reason,fulfilled,response_time_min,donors_matched
REQ-2025-03969,2025-10-06,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,6,critical,Maternal Care,1,56,12
REQ-2025-03970,2025-07-18,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,4,medium,Emergency Surgery,1,42,5
REQ-2025-03971,2025-05-02,Hôpital Régional Oujda,Oriental,O+,6,critical,Scheduled Transfusion,1,11,5
REQ-2025-03972,2025-08-02,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A-,4,medium,Accident Emergency,1,40,8
REQ-2024-03973,2024-06-04,CHU Ibn Sina,Rabat-Salé-Kénitra,A-,4,high,Organ Transplant,1,13,8
REQ-2024-03974,2024-12-23,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B+,2,low,Pediatric Care,1,53,4
REQ-2023-03975,2023-06-04,CHU Mohammed VI,Marrakech-Safi,O+,2,medium,Accident Emergency,1,38,2
REQ-2024-03976,2024-10-13,CHU Souss Massa,Souss-Massa,O+,5,critical,Chronic Disease Treatment,1,32,2
REQ-2024-03977,2024-06-10,CHU Mohammed VI,Marrakech-Safi,A+,3,low,Organ Transplant,1,17,9
REQ-2024-03978,2024-12-09,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,high,Maternal Care,1,6,11
REQ-2025-03979,2025-02-10,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,4,low,Maternal Care,1,32,6
REQ-2025-03980,2025-03-19,Hôpital Régional Oujda,Oriental,O+,2,low,Pediatric Care,1,22,9
REQ-2024-03981,2024-08-09,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,7,critical,Emergency Surgery,0,,0
REQ-2025-03982,2025-08-28,Hôpital Régional Oujda,Oriental,O+,4,high,Organ Transplant,1,6,7
REQ-2024-03983,2024-01-22,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,7,critical,Accident Emergency,0,,0
REQ-2023-03984,2023-05-10,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,2,high,Accident Emergency,1,11,6
REQ-2024-03985,2024-06-14,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,AB+,9,critical,Accident Emergency,1,18,7
REQ-2025-03986,2025-11-16,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,1,critical,Accident Emergency,1,20,12
REQ-2024-03987,2024-08-05,CHU Mohammed VI,Marrakech-Safi,B+,5,high,Burn Treatment,1,6,5
REQ-2024-03988,2024-07-31,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,high,Chronic Disease Treatment,1,35,4
REQ-2025-03989,2025-02-17,Hôpital Régional Oujda,Oriental,B+,4,medium,Maternal Care,1,44,8
REQ-2025-03990,2025-03-29,CHU Hassan II,Fès-Meknès,B+,1,medium,Accident Emergency,1,30,6
REQ-2025-03991,2025-06-18,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,5,high,Chronic Disease Treatment,1,5,8
REQ-2024-03992,2024-11-12,CHU Souss Massa,Souss-Massa,AB+,9,critical,Scheduled Transfusion,1,14,11
REQ-2025-03993,2025-01-01,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,2,low,Maternal Care,1,24,5
REQ-2024-03994,2024-02-19,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,6,low,Emergency Surgery,1,51,1
REQ-2023-03995,2023-02-27,Hôpital Régional Oujda,Oriental,O-,2,medium,Maternal Care,1,3,1
REQ-2024-03996,2024-02-02,CHU Hassan II,Fès-Meknès,A+,4,medium,Chronic Disease Treatment,0,,0
REQ-2024-03997,2024-07-25,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,high,Maternal Care,0,,0
REQ-2024-03998,2024-03-11,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,6,medium,Post-Operative Care,1,28,10
REQ-2024-03999,2024-11-28,Hôpital Régional Oujda,Oriental,A+,1,low,Chronic Disease Treatment,1,29,12
REQ-2023-04000,2023-07-10,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,5,high,Maternal Care,0,,0
REQ-2025-04001,2025-08-04,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,1,high,Pediatric Care,1,22,4
REQ-2023-04002,2023-06-09,CHU Souss Massa,Souss-Massa,B+,3,low,Accident Emergency,1,36,5
REQ-2025-04003,2025-03-30,CHU Mohammed VI,Marrakech-Safi,AB+,7,critical,Scheduled Transfusion,1,38,5
REQ-2023-04004,2023-05-20,CHU Ibn Rochd,Casablanca-Settat,A+,2,high,Maternal Care,1,8,11
REQ-2024-04005,2024-04-02,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,3,high,Maternal Care,1,36,11
REQ-2023-04006,2023-08-15,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,5,high,Organ Transplant,1,45,6
REQ-2025-04007,2025-12-15,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,1,critical,Accident Emergency,1,58,6
REQ-2024-04008,2024-03-12,CHU Hassan II,Fès-Meknès,A+,3,high,Chronic Disease Treatment,1,52,3
REQ-2024-04009,2024-07-12,CHU Ibn Rochd,Casablanca-Settat,O-,6,low,Burn Treatment,1,24,10
REQ-2023-04010,2023-05-24,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,1,low,Organ Transplant,1,42,12
REQ-2023-04011,2023-04-15,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,5,high,Chronic Disease Treatment,0,,0
REQ-2023-04012,2023-11-02,CHU Mohammed VI,Marrakech-Safi,A+,6,critical,Chronic Disease Treatment,1,23,7
REQ-2024-04013,2024-12-04,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,3,medium,Emergency Surgery,1,55,1
REQ-2025-04014,2025-06-08,CHU Ibn Rochd,Casablanca-Settat,A+,2,low,Post-Operative Care,1,9,1
REQ-2026-04015,2026-02-12,Hôpital Régional Oujda,Oriental,O+,2,critical,Post-Operative Care,1,25,10
REQ-2023-04016,2023-05-21,Hôpital Régional Oujda,Oriental,A+,1,medium,Accident Emergency,1,30,2
REQ-2023-04017,2023-02-06,CHU Ibn Rochd,Casablanca-Settat,O+,5,critical,Pediatric Care,1,48,6
REQ-2023-04018,2023-03-07,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,4,high,Burn Treatment,1,3,8
REQ-2024-04019,2024-08-05,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,6,medium,Organ Transplant,0,,0
REQ-2025-04020,2025-04-10,CHU Hassan II,Fès-Meknès,A+,5,high,Maternal Care,1,33,8
REQ-2026-04021,2026-02-04,CHU Mohammed VI,Marrakech-Safi,O+,4,medium,Maternal Care,1,4,1
REQ-2023-04022,2023-11-15,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,4,critical,Accident Emergency,1,39,5
REQ-2024-04023,2024-09-30,Hôpital Régional Oujda,Oriental,O+,3,high,Post-Operative Care,1,4,11
REQ-2024-04024,2024-12-22,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,medium,Post-Operative Care,1,51,3
REQ-2024-04025,2024-12-08,CHU Souss Massa,Souss-Massa,A+,5,medium,Scheduled Transfusion,1,54,7
REQ-2025-04026,2025-08-04,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,4,low,Burn Treatment,1,32,11
REQ-2025-04027,2025-11-08,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,3,medium,Maternal Care,1,4,2
REQ-2026-04028,2026-02-19,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,9,critical,Accident Emergency,0,,0
REQ-2024-04029,2024-06-17,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,4,high,Accident Emergency,1,20,8
REQ-2023-04030,2023-07-20,CHU Hassan II,Fès-Meknès,O+,3,low,Organ Transplant,1,43,2
REQ-2023-04031,2023-01-11,CHU Souss Massa,Souss-Massa,A+,3,high,Maternal Care,1,40,3
REQ-2023-04032,2023-03-15,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,4,medium,Scheduled Transfusion,1,45,9
REQ-2025-04033,2025-09-25,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,10,critical,Chronic Disease Treatment,0,,0
REQ-2023-04034,2023-10-22,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,3,critical,Scheduled Transfusion,1,23,3
REQ-2023-04035,2023-06-26,CHU Mohammed VI,Marrakech-Safi,A+,4,high,Scheduled Transfusion,1,31,11
REQ-2024-04036,2024-04-20,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,medium,Maternal Care,1,25,9
REQ-2024-04037,2024-02-03,CHU Souss Massa,Souss-Massa,O+,4,low,Post-Operative Care,1,35,8
REQ-2025-04038,2025-08-06,CHU Ibn Rochd,Casablanca-Settat,O+,1,low,Organ Transplant,1,50,7
REQ-2023-04039,2023-10-16,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,5,low,Scheduled Transfusion,1,59,1
REQ-2025-04040,2025-09-12,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,5,medium,Emergency Surgery,1,29,4
REQ-2023-04041,2023-11-15,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,1,medium,Burn Treatment,1,17,3
REQ-2023-04042,2023-04-18,CHU Souss Massa,Souss-Massa,O+,5,low,Maternal Care,1,51,2
REQ-2026-04043,2026-02-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,2,medium,Scheduled Transfusion,1,36,2
REQ-2025-04044,2025-03-29,CHU Mohammed VI,Marrakech-Safi,A+,5,low,Scheduled Transfusion,0,,0
REQ-2025-04045,2025-07-12,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,3,low,Organ Transplant,1,11,10
REQ-2023-04046,2023-07-09,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B-,2,medium,Maternal Care,1,21,11
REQ-2024-04047,2024-03-05,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,3,low,Emergency Surgery,1,6,7
REQ-2026-04048,2026-01-12,CHU Ibn Rochd,Casablanca-Settat,A+,9,critical,Burn Treatment,1,12,11
REQ-2023-04049,2023-05-01,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,8,critical,Chronic Disease Treatment,1,38,5
REQ-2025-04050,2025-09-13,CHU Mohammed VI,Marrakech-Safi,A+,7,critical,Pediatric Care,1,33,1
REQ-2025-04051,2025-11-10,Hôpital Régional Oujda,Oriental,B-,3,critical,Pediatric Care,1,14,11
REQ-2023-04052,2023-09-05,Hôpital Régional Oujda,Oriental,O+,5,medium,Post-Operative Care,0,,0
REQ-2024-04053,2024-05-01,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,2,low,Organ Transplant,1,19,8
REQ-2025-04054,2025-04-27,CHU Souss Massa,Souss-Massa,A+,2,medium,Chronic Disease Treatment,1,48,8
REQ-2023-04055,2023-08-19,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,1,high,Maternal Care,1,10,7
REQ-2025-04056,2025-05-02,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,6,medium,Chronic Disease Treatment,0,,0
REQ-2025-04057,2025-09-08,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,6,medium,Post-Operative Care,1,41,3
REQ-2024-04058,2024-02-29,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,1,high,Organ Transplant,1,31,2
REQ-2023-04059,2023-01-18,CHU Ibn Rochd,Casablanca-Settat,B+,4,medium,Maternal Care,0,,0
REQ-2024-04060,2024-07-12,CHU Hassan II,Fès-Meknès,A+,6,low,Organ Transplant,1,38,1
REQ-2024-04061,2024-07-03,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,2,low,Organ Transplant,0,,0
REQ-2025-04062,2025-04-22,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,medium,Accident Emergency,1,40,4
REQ-2025-04063,2025-06-07,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,3,low,Chronic Disease Treatment,1,56,12
REQ-2024-04064,2024-06-28,CHU Hassan II,Fès-Meknès,A+,5,medium,Accident Emergency,1,47,3
REQ-2025-04065,2025-01-06,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,8,critical,Maternal Care,1,42,5
REQ-2024-04066,2024-03-11,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,5,critical,Emergency Surgery,1,43,4
REQ-2025-04067,2025-04-18,CHU Souss Massa,Souss-Massa,B+,3,low,Scheduled Transfusion,1,57,5
REQ-2023-04068,2023-10-08,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,8,critical,Accident Emergency,1,56,7
REQ-2023-04069,2023-10-12,CHU Souss Massa,Souss-Massa,AB+,3,medium,Scheduled Transfusion,0,,0
REQ-2024-04070,2024-04-16,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,1,medium,Scheduled Transfusion,1,45,5
REQ-2023-04071,2023-01-13,CHU Hassan II,Fès-Meknès,O+,1,low,Post-Operative Care,1,49,4
REQ-2025-04072,2025-03-16,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,3,medium,Burn Treatment,1,60,2
REQ-2024-04073,2024-08-18,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,4,high,Chronic Disease Treatment,1,50,3
REQ-2023-04074,2023-05-08,CHU Mohammed VI,Marrakech-Safi,O+,1,medium,Organ Transplant,0,,0
REQ-2023-04075,2023-11-07,CHU Souss Massa,Souss-Massa,A+,1,high,Pediatric Care,1,33,5
REQ-2023-04076,2023-06-30,CHU Hassan II,Fès-Meknès,O+,3,medium,Organ Transplant,1,25,11
REQ-2024-04077,2024-07-14,CHU Mohammed VI,Marrakech-Safi,AB+,5,medium,Burn Treatment,0,,0
REQ-2025-04078,2025-12-08,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,2,medium,Accident Emergency,1,30,8
REQ-2025-04079,2025-01-27,CHU Hassan II,Fès-Meknès,O+,9,critical,Pediatric Care,1,41,7
REQ-2026-04080,2026-01-16,Hôpital Régional Oujda,Oriental,A+,7,critical,Post-Operative Care,0,,0
REQ-2025-04081,2025-06-20,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,3,medium,Burn Treatment,1,49,4
REQ-2024-04082,2024-05-17,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,1,critical,Scheduled Transfusion,1,17,1
REQ-2025-04083,2025-03-05,Hôpital Régional Oujda,Oriental,B+,1,high,Chronic Disease Treatment,1,49,11
REQ-2023-04084,2023-06-11,CHU Mohammed VI,Marrakech-Safi,AB+,2,high,Burn Treatment,0,,0
REQ-2024-04085,2024-05-26,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,6,medium,Emergency Surgery,1,50,9
REQ-2023-04086,2023-10-27,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,1,medium,Chronic Disease Treatment,1,5,9
REQ-2024-04087,2024-11-27,CHU Ibn Rochd,Casablanca-Settat,B+,4,medium,Burn Treatment,0,,0
REQ-2023-04088,2023-09-22,CHU Ibn Rochd,Casablanca-Settat,A+,5,low,Emergency Surgery,1,10,3
REQ-2023-04089,2023-10-05,CHU Souss Massa,Souss-Massa,AB+,5,low,Scheduled Transfusion,1,3,4
REQ-2025-04090,2025-08-30,CHU Souss Massa,Souss-Massa,A+,1,low,Post-Operative Care,1,11,12
REQ-2024-04091,2024-07-04,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,2,low,Emergency Surgery,1,58,11
REQ-2026-04092,2026-02-25,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,5,critical,Accident Emergency,1,6,5
REQ-2025-04093,2025-10-26,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,5,low,Emergency Surgery,1,42,6
REQ-2025-04094,2025-11-02,CHU Mohammed VI,Marrakech-Safi,O+,4,medium,Chronic Disease Treatment,1,40,10
REQ-2023-04095,2023-05-07,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,2,medium,Pediatric Care,1,3,9
REQ-2025-04096,2025-08-20,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,AB+,1,low,Post-Operative Care,0,,0
REQ-2023-04097,2023-07-14,CHU Souss Massa,Souss-Massa,A+,5,low,Emergency Surgery,1,4,12
REQ-2025-04098,2025-08-26,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,low,Scheduled Transfusion,1,22,10
REQ-2023-04099,2023-04-22,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,A+,5,medium,Maternal Care,1,36,10
REQ-2023-04100,2023-01-13,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,4,critical,Post-Operative Care,1,39,1
REQ-2025-04101,2025-11-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,3,high,Chronic Disease Treatment,1,11,7
REQ-2023-04102,2023-06-27,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,AB+,1,low,Chronic Disease Treatment,1,53,12
REQ-2024-04103,2024-07-20,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,6,critical,Chronic Disease Treatment,1,47,11
REQ-2025-04104,2025-03-12,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,6,high,Pediatric Care,0,,0
REQ-2023-04105,2023-12-06,Hôpital Régional Oujda,Oriental,A+,4,medium,Accident Emergency,0,,0
REQ-2025-04106,2025-06-12,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,B+,6,critical,Pediatric Care,1,53,7
REQ-2024-04107,2024-09-15,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,B+,3,low,Organ Transplant,0,,0
REQ-2023-04108,2023-04-06,Hôpital Régional Oujda,Oriental,O+,5,medium,Chronic Disease Treatment,1,15,10
REQ-2023-04109,2023-09-01,CHU Mohammed VI,Marrakech-Safi,B+,2,medium,Scheduled Transfusion,1,20,9
REQ-2026-04110,2026-01-28,CHU Hassan II,Fès-Meknès,O+,2,high,Accident Emergency,0,,0
REQ-2026-04111,2026-01-04,CHU Ibn Rochd,Casablanca-Settat,A+,6,critical,Post-Operative Care,1,59,4
REQ-2025-04112,2025-01-15,Hôpital Régional Oujda,Oriental,O+,2,high,Chronic Disease Treatment,1,47,9
REQ-2024-04113,2024-05-31,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,B+,6,critical,Burn Treatment,1,46,4
REQ-2024-04114,2024-11-30,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,AB+,1,critical,Burn Treatment,1,19,9
REQ-2025-04115,2025-05-18,CHU Souss Massa,Souss-Massa,A-,3,high,Burn Treatment,1,60,3
REQ-2023-04116,2023-04-09,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,4,low,Chronic Disease Treatment,1,3,12
REQ-2025-04117,2025-08-06,CHU Hassan II,Fès-Meknès,O+,5,low,Post-Operative Care,1,54,5
REQ-2025-04118,2025-03-20,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B-,3,medium,Pediatric Care,0,,0
REQ-2024-04119,2024-03-15,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,3,medium,Chronic Disease Treatment,1,55,4
REQ-2023-04120,2023-02-24,Hôpital Régional Oujda,Oriental,A+,4,medium,Pediatric Care,0,,0
REQ-2024-04121,2024-05-29,CHU Hassan II,Fès-Meknès,O+,1,low,Pediatric Care,1,14,7
REQ-2025-04122,2025-06-17,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O-,1,low,Organ Transplant,1,40,6
REQ-2025-04123,2025-03-25,CHU Ibn Sina,Rabat-Salé-Kénitra,AB+,3,high,Organ Transplant,0,,0
REQ-2026-04124,2026-02-27,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,1,medium,Post-Operative Care,1,56,1
REQ-2023-04125,2023-03-23,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O-,3,low,Accident Emergency,1,42,11
REQ-2023-04126,2023-04-06,CHU Ibn Rochd,Casablanca-Settat,O+,6,medium,Accident Emergency,1,27,7
REQ-2023-04127,2023-01-01,CHU Mohammed VI,Marrakech-Safi,O+,6,medium,Burn Treatment,1,48,1
REQ-2024-04128,2024-08-15,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,2,low,Burn Treatment,1,12,3
REQ-2023-04129,2023-04-10,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,AB+,1,high,Emergency Surgery,1,18,12
REQ-2023-04130,2023-10-02,CHU Mohammed VI,Marrakech-Safi,B+,3,low,Pediatric Care,1,7,5
REQ-2026-04131,2026-01-12,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,1,medium,Accident Emergency,1,35,4
REQ-2024-04132,2024-09-07,CHU Ibn Rochd,Casablanca-Settat,O+,2,critical,Pediatric Care,1,37,12
REQ-2024-04133,2024-01-09,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,AB+,4,low,Maternal Care,0,,0
REQ-2025-04134,2025-10-08,CHU Ibn Sina,Rabat-Salé-Kénitra,A+,1,medium,Emergency Surgery,0,,0
REQ-2024-04135,2024-11-07,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,7,critical,Burn Treatment,1,39,12
REQ-2023-04136,2023-12-10,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,A+,1,medium,Burn Treatment,1,25,1
REQ-2024-04137,2024-01-28,CHU Mohammed VI,Marrakech-Safi,O+,5,medium,Accident Emergency,1,17,9
REQ-2024-04138,2024-12-25,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,5,low,Organ Transplant,1,45,9
REQ-2026-04139,2026-02-27,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,O+,3,high,Burn Treatment,1,49,4
REQ-2024-04140,2024-11-14,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,5,high,Chronic Disease Treatment,0,,0
REQ-2024-04141,2024-05-23,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,10,critical,Accident Emergency,0,,0
REQ-2023-04142,2023-09-24,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,5,medium,Pediatric Care,1,15,11
REQ-2023-04143,2023-11-21,CHU Hassan II,Fès-Meknès,O+,6,high,Post-Operative Care,1,11,11
REQ-2024-04144,2024-10-15,CHU Mohammed VI,Marrakech-Safi,AB-,1,medium,Burn Treatment,1,21,2
REQ-2025-04145,2025-08-13,CHU Ibn Sina,Rabat-Salé-Kénitra,O+,2,low,Pediatric Care,1,38,8
REQ-2023-04146,2023-06-27,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A-,1,critical,Pediatric Care,1,22,10
REQ-2023-04147,2023-02-06,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,1,critical,Burn Treatment,0,,0
REQ-2025-04148,2025-11-02,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,2,high,Post-Operative Care,0,,0
REQ-2023-04149,2023-08-06,CHU Mohammed VI,Marrakech-Safi,O+,1,medium,Post-Operative Care,1,4,5
REQ-2024-04150,2024-06-14,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,A+,4,medium,Scheduled Transfusion,1,48,2
REQ-2025-04151,2025-09-21,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,AB+,6,medium,Accident Emergency,0,,0
REQ-2023-04152,2023-10-07,Centre Régional Transfusion Sanguine Fès,Fès-Meknès,O+,2,medium,Chronic Disease Treatment,1,28,3
REQ-2024-04153,2024-04-26,CHU Ibn Sina,Rabat-Salé-Kénitra,B-,1,high,Chronic Disease Treatment,1,24,5
REQ-2023-04154,2023-02-24,CHU Ibn Rochd,Casablanca-Settat,A+,1,medium,Maternal Care,1,51,1
REQ-2025-04155,2025-06-16,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,O+,2,high,Accident Emergency,1,36,12
REQ-2024-04156,2024-12-15,CHU Mohammed VI Tanger,Tanger-Tétouan-Al Hoceïma,A+,1,medium,Pediatric Care,1,48,9
REQ-2023-04157,2023-02-19,Hôpital Régional Oujda,Oriental,B+,6,high,Pediatric Care,1,16,4
REQ-2023-04158,2023-01-20,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,O+,5,medium,Post-Operative Care,1,31,1
REQ-2025-04159,2025-07-08,CHU Ibn Rochd,Casablanca-Settat,B+,3,low,Emergency Surgery,1,58,12
REQ-2025-04160,2025-04-30,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,2,high,Organ Transplant,1,11,7
REQ-2025-04161,2025-01-06,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,B+,5,medium,Accident Emergency,0,,0
REQ-2024-04162,2024-08-11,Centre Régional Transfusion Sanguine Casablanca,Casablanca-Settat,A+,3,medium,Post-Operative Care,1,33,5
REQ-2024-04163,2024-01-07,CHU Hassan II,Fès-Meknès,AB+,6,high,Accident Emergency,0,,0
REQ-2025-04164,2025-11-07,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,A+,2,high,Organ Transplant,1,26,9
REQ-2025-04165,2025-06-01,CHU Hassan II,Fès-Meknès,O+,5,medium,Scheduled Transfusion,1,36,3
REQ-2023-04166,2023-09-18,CHU Hassan II,Fès-Meknès,B+,5,critical,Scheduled Transfusion,1,37,3
REQ-2025-04167,2025-08-16,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,4,medium,Pediatric Care,1,58,7
REQ-2024-04168,2024-03-21,CHU Mohammed VI,Marrakech-Safi,A+,4,medium,Chronic Disease Treatment,1,56,11
REQ-2024-04169,2024-06-06,CHU Hassan II,Fès-Meknès,B-,3,high,Emergency Surgery,1,50,7
REQ-2024-04170,2024-12-30,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,O+,5,low,Post-Operative Care,1,45,1
REQ-2023-04171,2023-01-30,CHU Ibn Sina,Rabat-Salé-Kénitra,B+,3,medium,Burn Treatment,0,,0
REQ-2024-04172,2024-10-05,CHU Souss Massa,Souss-Massa,B-,3,low,Emergency Surgery,1,32,5
REQ-2025-04173,2025-09-19,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,AB+,3,medium,Chronic Disease Treatment,1,28,9
REQ-2025-04174,2025-05-06,Centre Régional Transfusion Sanguine Rabat,Rabat-Salé-Kénitra,B-,4,low,Emergency Surgery,1,36,10
REQ-2024-04175,2024-11-27,CHU Hassan II,Fès-Meknès,A+,4,critical,Emergency Surgery,1,52,10
REQ-2024-04176,2024-03-15,Hôpital Cheikh Zaïd,Rabat-Salé-Kénitra,B+,6,medium,Burn Treatment,1,41,5
REQ-2023-04177,2023-01-05,Hôpital Militaire Rabat,Rabat-Salé-Kénitra,O+,4,high,Burn Treatment,1,24,9
REQ-2023-04178,2023-12-09,CHU Souss Massa,Souss-Massa,A+,4,medium,Post-Operative Care,1,8,1
REQ-2026-04179,2026-02-17,CHU Mohammed VI,Marrakech-Safi,A+,4,medium,Maternal Care,1,43,7
REQ-2023-04180,2023-05-29,CHU Souss Massa,Souss-Massa,A+,4,medium,Post-Operative Care,1,53,12
REQ-2024-04181,2024-02-21,CHU Mohammed VI,Marrakech-Safi,B-,3,low,Post-Operative Care,1,30,12
